firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Sissy,Holbrook,1904-01-05,Edyth,105394683,Sissy.Holbrook@gmail.com,123 Lexington Ave.,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-04-04,2021-05-11
Siana,Stoller,1940-11-21,Aimil,944545773,Siana.Stoller@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-24,2021-05-11
Britni,Hubert,1999-04-25,Nanete,820027225,Britni.Hubert@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-01-24,2021-05-11
Carly,Charity,2008-11-04,Janenna,464934297,Carly.Charity@gmail.com,123 Lexington Ave.,Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-09,NULL
Brianna,Afton,1909-03-17,Sherrie,143875349,Brianna.Afton@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-25,NULL
Darlleen,Ciapas,1956-01-27,Gilda,519982093,Darlleen.Ciapas@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-13,2021-05-11
Lulita,Gherardo,1920-01-03,Nerta,917542974,Lulita.Gherardo@gmail.com,76 AstoriaBlvd,Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-30,NULL
Kristina,Kare,1911-03-10,Dorthy,82884790,Kristina.Kare@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-05,NULL
Latisha,Ochs,1941-09-04,Vere,758115340,Latisha.Ochs@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-02,2021-05-11
Babita,Shama,1984-08-18,Belinda,140481133,Babita.Shama@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-24,2021-05-11
Blake,Harned,1970-03-25,Hyacinthe,672781489,Blake.Harned@gmail.com,76 AstoriaBlvd,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-14,2021-05-11
Gale,Rebecka,1974-05-05,Tybie,176045198,Gale.Rebecka@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-30,2021-05-11
Mariele,Juan,1930-11-12,Shauna,257457794,Mariele.Juan@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2020-12-29,2021-05-11
Tera,MacIntosh,1930-04-14,Reeba,12695524,Tera.MacIntosh@gmail.com,123 Lexington Ave.,Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-20,2021-05-11
Harmonia,Cyrie,1917-04-29,Cherrita,838962610,Harmonia.Cyrie@gmail.com,76 AstoriaBlvd,Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-17,NULL
Johna,Clywd,1971-11-14,Dale,734978371,Johna.Clywd@gmail.com,76 AstoriaBlvd,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-04-10,2021-05-11
Arlena,Hachmin,1910-12-13,Kial,31054712,Arlena.Hachmin@gmail.com,76 AstoriaBlvd,Hunter,institution,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-12,2021-05-11
Renie,Buffum,1903-05-01,Tressa,927302051,Renie.Buffum@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-02,2021-05-11
Augustine,McAdams,2000-08-21,Elie,444603900,Augustine.McAdams@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-30,NULL
Moyna,Frendel,1965-03-09,Sibella,574825317,Moyna.Frendel@gmail.com,76 AstoriaBlvd,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-22,2021-05-11
Tarra,Damarra,1996-07-16,Fawne,857345587,Tarra.Damarra@gmail.com,123 Lexington Ave.,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-28,NULL
Melanie,Granoff,1920-04-17,Alleen,181559043,Melanie.Granoff@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-09,NULL
Merrie,Junie,1938-03-18,Devina,405821720,Merrie.Junie@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-14,2021-05-11
Belva,Tjon,1954-08-01,Kary,994951790,Belva.Tjon@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-19,2021-05-11
Jordan,Loleta,1988-08-16,Mellicent,757812977,Jordan.Loleta@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-20,2021-05-11
Bill,Zaslow,2000-07-02,Harmonia,821826658,Bill.Zaslow@gmail.com,123 Lexington Ave.,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-20,NULL
Grier,Ochs,1908-02-19,Caritta,181988009,Grier.Ochs@gmail.com,76 AstoriaBlvd,Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-24,NULL
Aeriela,Oster,2015-03-06,Valera,355039630,Aeriela.Oster@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-10,2021-05-11
Aurelie,Ilka,2011-12-05,Sallie,794651758,Aurelie.Ilka@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-04,2021-05-11
Winny,Seligman,1928-07-30,Anthia,423253533,Winny.Seligman@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-28,2021-05-11
Andree,Randene,1965-09-13,Calla,413083337,Andree.Randene@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-03,2021-05-11
Starla,Amasa,2008-09-12,Libbie,656423141,Starla.Amasa@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,college,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-02,NULL
Melina,Woodberry,2002-12-14,Alia,949200094,Melina.Woodberry@gmail.com,123 Lexington Ave.,Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-26,NULL
Marnia,Tound,1901-02-09,Jean,880314186,Marnia.Tound@gmail.com,76 AstoriaBlvd,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-22,NULL
Marylou,Toor,2002-10-22,Veda,628486481,Marylou.Toor@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-12,2021-05-11
Ebonee,Tice,1947-11-21,Mary,833185073,Ebonee.Tice@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-30,2021-05-11
Joelly,Salvidor,1984-08-24,Dari,838490869,Joelly.Salvidor@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-11,NULL
Janeczka,Bryna,1901-05-28,Trixi,775255260,Janeczka.Bryna@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-03,NULL
Phylis,Pozzy,1974-05-16,Myrtice,275357265,Phylis.Pozzy@gmail.com,76 AstoriaBlvd,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-04-05,2021-05-11
Caressa,Wind,1956-12-30,Danika,892562267,Caressa.Wind@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-08,NULL
Babita,Lutero,1924-05-29,Dagmar,532820570,Babita.Lutero@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-04,2021-05-11
Stacey,Fabiola,1984-09-29,Florie,565259780,Stacey.Fabiola@gmail.com,76 AstoriaBlvd,Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-03-05,NULL
Binny,Chabot,1960-02-06,Mathilda,229867908,Binny.Chabot@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-02-19,NULL
Tracey,Regan,2019-06-02,Jobi,896968725,Tracey.Regan@gmail.com,123 Lexington Ave.,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-03,2021-05-11
Ulrike,Esmaria,1984-05-11,Katharina,354462662,Ulrike.Esmaria@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-18,2021-05-11
Arlina,Whittaker,1996-08-14,Doro,784045341,Arlina.Whittaker@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-06,2021-05-11
Chastity,Hermes,2017-02-02,Dacia,879614209,Chastity.Hermes@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-22,2021-05-11
Priscilla,Yerkovich,1904-04-16,Tera,186477353,Priscilla.Yerkovich@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-22,NULL
Shell,Gunn,1963-06-19,Corene,557109814,Shell.Gunn@gmail.com,76 AstoriaBlvd,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-01,NULL
Steffane,Liva,1953-06-04,Tiffie,629147100,Steffane.Liva@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-14,2021-05-11
Caryl,Sisile,2014-07-29,Sybille,681758824,Caryl.Sisile@gmail.com,76 AstoriaBlvd,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-06,2021-05-11
Kate,Kazimir,1975-09-21,Sissy,872086592,Kate.Kazimir@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-24,2021-05-11
Kamilah,Doig,1948-05-26,Mara,936138663,Kamilah.Doig@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-28,2021-05-11
Lanae,Gombach,1915-01-11,Audrie,385265190,Lanae.Gombach@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-03,2021-05-11
Belinda,Terencio,1923-07-21,Corly,797748773,Belinda.Terencio@gmail.com,123 Lexington Ave.,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-02,NULL
